Topic,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,Count,msCount,uriCount,CountwithOutlier4,msCountwithOutlier4,uriCountwithOutlier4
881,الرسول,اتوني,ارجع,النسوه,فاساله,جاه,بال,قطعن,ايديهن,اللاتي,20,20,18,21,21,18
882,وفوق,وانتجبه,بفهم,تتفاضل,وارتضاه,وفهمها,واصطفاه,قياسها,عليم,داعيا,19,19,15,19,19,15
883,وهبت,زوجنيها,وكاله,زوجناكها,جات,فقامت,نفسي,حازم,طويلا,فقالت,19,19,10,44,41,30
884,سيدان,نفرا,مضارب,الرقيه,بقطيع,الاخنس,مليكه,معشر,مروا,الغنم,19,19,17,31,30,26
885,وسنه,يترقب,فخاف,انبيا,فالسجن,بصير,الباقر,يمت,فيقال,سنن,19,18,11,21,20,13
886,عاناه,الاحزم,فالحاله,المشاوره,بالمنام,وليكون,التارك,فغيره,النازله,فرصه,19,19,18,22,22,21
887,صعدت,فسلمت,قومهما,نفر,السما,صعدنا,كالقمر,اخوك,البدر,بالحسن,19,19,19,20,20,20
888,استعان,يسهم,بيهود,قينقاع,فرضخ,مقسم,باصابعه,يعطهم,باليهود,واسهم,19,18,18,33,32,20
889,الثلاج,صدوقا,كتبنا,وثلاث,الخطيب,كوهي,دوما,والتنوخي,مستورا,التنوخي,19,19,8,37,36,24
890,اللسان,بالعبرانيه,لسان,اباي,رياي,بخيرك,السحره,بالعربيه,بسبعين,شره,19,17,17,20,18,18
891,بحذا,اذان,واثموا,صلوا,اخطوا,ضربته,يحبسوا,اقامه,واقامتهم,الاذان,19,19,11,20,20,11
892,سليت,البهزيه,العكه,عكه,سمنا,وغرب,فجعلته,فاهديته,اوس,فقبله,19,18,17,29,28,26
893,تزويج,بتجاره,يزوج,التجاره,بالتجاره,يملكون,وسقوط,والمضارب,الامه,يتضمن,19,18,9,19,18,9
894,المعتزله,الشحام,المشكله,المتعلقه,وحضر,النادره,مصنفاته,سنتين,افصح,ونشر,19,19,18,21,21,20
895,يرغمه,الهفي,منعفرا,زانين,بالترب,اقذف,الاخبثين,رغما,لهف,اجبه,19,17,18,23,21,22
896,فخار,السيد,الصمصام,الراوندي,الحسيني,العريضي,الموسوي,معد,العماد,الحمداني,19,15,11,20,16,11
897,احمر,افرشه,خز,الكافور,دراعه,عمامتها,مرافقها,مجالسهم,سرادق,تترب,19,19,17,19,19,17
898,فرس,فاضاعه,يبتاعه,فاردت,سبيل,تباع,فوجده,فراها,حملت,صدقتك,19,18,12,32,29,22
899,نذر,ذبح,نذره,يلزمه,الحرام,المشي,فنذره,يجزه,يذبح,ينعقد,19,18,16,22,21,19
900,ساجد,ميمون,جهل,واصحاب,حدثه,بينا,وحدثني,شريح,مسلمه,بالخنس,19,18,18,28,27,25
901,ستره,المغفر,اتان,نزعه,يلملم,اقبلت,راكبا,حمار,انشا,والعمره,19,19,12,19,19,12
902,الزنباع,المنهال,عتبه,روح,ننبذ,الفرج,الرازي,القطان,الاحوص,الرحمان,19,17,3,27,22,3
903,الراشدي,الديلمي,الفرخان,واربعماه,الرسغني,الاسيهفرديسي,الفراي,للجوزقي,وشيخه,فسب,19,19,6,29,28,10
904,ظهيره,امها,وام,جدتها,تزوجها,الحرازي,ابنه,كلثوم,المكيه,ام,19,18,4,26,25,10
905,وخاصمت,فانكحني,فبسطت,اشتكها,الجويريه,فمسحها,رجلك,ابسط,فحدثته,وجدي,19,19,18,20,20,18
906,جدنا,بالاحمر,خميس,الريس,امير,الامير,الشهير,فرج,الخزرجي,المسلمين,19,19,2,20,19,2
907,العداله,والعلانيه,تقابل,فيسال,والتوثق,الظاهران,يسال,التذكر,الخصم,طعن,19,19,11,20,20,11
908,المخلصين,ابليس,لاغوينهم,المحتج,خانه,شرعنا,شبهه,كاد,فليقبلوا,منزها,19,19,13,23,23,16
909,المصدوق,وانسيت,فسمعتهم,حدثك,يتذاكرون,الفزاري,بحديث,واحسبه,اخترت,الصادق,19,19,13,36,36,25
910,لوذان,بعثه,صخر,الثمالي,عماله,سيف,اليمن,الوداع,خارجه,سهل,19,17,12,25,23,16
911,الجعرانه,اعتمر,ثلاثماه,اعمده,نبي,بالجعرانه,الحل,مغطاه,اجحفها,التنعيم,19,19,18,36,35,35
912,نستبق,نتسابق,ذهبنا,بممن,ابانا,اصابكم,متاعنا,غنمكم,وتركنا,واين,19,19,17,20,20,18
913,الجب,طرحوني,لمنزلتي,طرحك,حسدوني,مسمع,النبوه,بفلسطين,بالاسناد,اخوتي,19,18,9,20,19,10
914,ونبي,مرحبا,قيل,فاتينا,معك,فاتيت,اخ,ارسل,ولنعم,فسلمت,19,19,18,22,21,20
915,حديله,جديله,مسجد,قصر,السورين,مهزور,ويدخلان,كومه,وربيعه,بني,19,19,12,26,26,19
916,لن,لتاتنني,معكم,الذب,تتون,ارسله,موثقهم,موثقا,اتوه,لخاسرون,19,19,18,37,37,36
917,للجنب,المضمضه,والاستنشاق,فريضه,الحذا,بركه,ثلاثا,سيرين,اسباط,جعل,19,18,17,24,23,21
918,هناد,المعمر,الهيذام,النسفي,القادر,الحمامي,ضربوك,تضاربه,مصين,القرماساني,19,19,3,28,28,4
919,كم,قط,موقوف,بهذا,ثنا,وحرام,لعانين,انسابكم,باهلته,فاستوصوا,19,19,1,30,28,10
920,حلف,يحنث,حنث,ثور,نيه,فلانا,ويحنث,ليقضين,ابراه,يكلم,19,18,8,19,18,8
921,اخبره,واقد,الليثي,بينما,محصن,توتر,عقيل,طلحه,اتت,نادي,19,18,15,26,25,22
922,المطهره,ناولني,فناولته,ونمت,بيمينه,فاستيقظت,خده,فاخذها,طلع,فنظرت,19,19,12,20,20,12
923,لاجبت,لبث,الداعي,لبثت,دعي,تواضعه,قطا,طول,لاسرعت,دعيت,19,19,17,25,25,23
924,والامالي,هلال,لسعه,النوادر,وعماره,قحطبه,الراي,فقهه,سماعه,بسطامي,19,19,11,45,44,35
925,فليصل,مروه,رقيق,بالناس,فعاودته,صواحب,فانكن,مروا,البكا,غلبه,19,18,18,51,49,32
926,فوقع,عاليا,بدلا,بدرجتين,لنا,واخرجه,ورواه,بعلو,ماجه,فوافقناه,19,19,10,27,27,18
927,ناسيا,عامدا,الصوم,المسيس,المظاهر,نهارا,صومه,ليلا,يستقبل,تتابعه,19,19,14,22,22,17
928,سريه,وخبيب,عينا,الرجيع,معونه,والقاره,ورعل,وامر,وذكوان,عضل,19,19,15,27,26,23
929,ميراثي,فقدمني,خبل,اصلحك,فسيصيبه,فمره,لجالدونا,فامرني,فرجعت,فليدفع,19,19,18,19,19,18
930,السمعاني,المراغي,علوان,المنعم,الحداد,ادم,واخبرنا,الكشميهني,منصور,ومشافهه,19,19,5,24,24,10
931,المسيح,انجيل,لوقا,نذكره,للدينيين,الثثه,بوناب,فوطيفار,وجدناه,الدلتا,19,18,12,28,27,19
932,الهوام,الجيف,عرس,يعتلف,والضبع,والسلحفاه,الزرع,يخلط,والقنافذ,الجزا,19,18,14,19,18,14
933,الانماطي,البركات,المهندس,واخبرنا,الدولابي,الخطيب,ابوا,قالا,مسعده,رباح,19,19,1,36,35,16
934,جاني,لبثت,الكريم,لاجبته,الداعي,لبث,جاه,السجن,الرسول,لاجبت,19,18,19,27,26,27
935,فهجر,الموقف,عرفه,تريد,تصنع,بالصلاه,سالم,الصلاتين,فاتته,بعرفه,18,18,18,36,35,35
936,فلن,ابرح,موثقا,اباكم,تعلموا,فرطتم,ياذن,الم,افارق,لتردنه,18,18,18,22,22,22
937,انباني,التكبر,دوناس,الفندلاوي,الظفري,العنق,شطته,الارناحي,منتجه,التحرص,18,17,15,19,18,16
938,سنينا,سنينه,وشيبننا,لعبن,شيبا,كسنين,دعاني,مردا,اجعلها,نجد,18,18,15,19,19,15
939,النصرانيه,يحصن,الاحصان,تحصنه,محصنان,بامراته,بالغان,حرين,بالغين,ويحصن,18,18,16,19,19,17
940,وابتلي,فاوحي,تبتل,اعطيتهم,ابتلوا,ابتليتهم,فاحترس,ببلايا,فصبروا,واعطني,18,18,18,18,18,18
941,باهلي,ازدي,العوقه,العوقي,حافده,سلميه,نجيد,عرزم,نزل,بطن,18,15,15,26,23,22
942,يستجاب,يعجل,لجارتها,تحقرن,لاحدكم,جاره,للعبد,دعوت,فرسن,المسلمات,18,18,11,36,36,28
943,كيل,بعير,اخانا,ونزداد,ونحفظ,اهلنا,ردت,يسير,ونمير,الكيل,18,18,18,36,34,27
944,قراه,اسمع,نسمع,وانا,الارموي,ونحن,ببغداد,طبرزد,البيضاوي,القادر,18,18,9,28,28,19
945,فتزوجها,شظيه,السواك,فتخللت,ستنجب,باكرت,تباكره,لخليقه,ولكني,لقذره,18,17,17,20,19,19
946,ويحيي,كاسب,ويعقوب,الجهضمي,مق,معين,ونصر,ويوسف,النيسابوري,حنبل,18,18,1,30,30,12
947,فراق,جفت,ادراكا,ثكلي,الحزن,لقاه,عينا,ضعيفا,عاما,البكا,18,18,15,27,26,24
948,اثنان,الاخرم,طرسوسي,عصر,دينوري,الاصم,فاحدهما,الجوني,الطرسوسي,والدينوري,18,16,17,21,19,20
949,جاكم,انفسكم,نزلت,عنتم,لقد,كعب,يارب,التوبه,ايه,يثقلها,18,16,16,34,27,18
950,دثنا,عاينوا,سبا,يشتهون,يوفضون,القيامه,يضلونهم,الناقور,ادنا,النبا,18,12,2,22,14,3
951,ورحمه,عاشه,حراني,كاملا,اللوطيه,قالت,ادبارهن,سالتها,وعندها,صام,18,17,15,33,31,29
952,اقتلوه,بلص,سرق,حاطب,المصاحفي,اتي,اقطعوا,فقطعت,شميل,فقطع,18,17,18,27,26,27
953,فخراج,القري,بجانب,مسولا,لديهم,تاويلهما,المفعول,وتنذر,نقعا,الوالدات,18,18,15,37,36,33
954,ادام,الخبز,بادام,والبيض,يكل,والزيت,والجبن,يصبغ,والملح,ياتدم,18,18,14,25,25,20
955,اخبرهم,قومي,ركب,صدقات,سبيه,مليكه,صدقاتهم,اعتقيها,تميم,وجات,18,17,17,24,23,23
956,ويدلون,ابتدعوها,الخوض,اصحابهم,المذاهب,والخوض,فاياك,يتكلمون,وارباب,وينهون,18,18,17,19,19,17
957,بالهاجره,ابردوا,نصلي,الظهر,كنا,شريك,المغيره,لغروب,شده,بالظهر,18,17,17,26,25,24
958,وشيخنا,والشيخ,حسنون,جودي,المالقي,والخطيب,الابذي,القراات,الضاع,المفتي,18,18,15,28,28,25
959,الراجع,الحد,حدوا,رجع,يحد,بالزنا,شهدوا,الديه,بالزني,يحدوا,18,18,11,20,20,11
960,قلوبكما,خصمان,صغت,وبقوله,اقتتلوا,مستمعون,طافتان,تتوبا,ياتيني,وقوله,18,17,15,20,18,16
961,الصحابي,التابعي,عبدالبر,لرباعي,والمسكت,للجديد,معمري,لعبدالغني,الحافظيه,نزيل,18,18,4,21,21,7
962,قراناها,يدعون,يقتلون,والذين,الها,رجا,عهد,سنتين,حرم,مهران,18,18,14,19,19,15
963,واستولدها,تزوجها,ابنه,فاطمه,وماتت,اخت,وفارقها,البارزي,تحته,وفاتها,18,17,1,41,37,17
964,العلو,السفل,ذراع,المجرد,والسفل,بذراعين,والعلو,سفل,علو,الكامل,18,16,12,26,23,14
965,خريطه,يدور,والجماعين,التقصي,المنكدر,والرحالين,احتراق,فسماعهم,الكتابين,فكلما,18,18,18,18,18,18
966,مدلس,اسناده,اخرجه,وللحديث,مشكوله,محاشهن,صحيح,الزفاف,سالات,مخلط,18,13,6,18,13,6
967,وقباب,تفقر,تحرمني,الصاحب,بمدرسته,واشتغل,حرمتني,مرزفق,الحتضي,رورقه,18,18,16,20,20,16
968,المسندي,بالافراد,التنيسي,اطرافه,راشد,طرفاه,وبالسند,التصفيق,وبه,الصنعاني,18,18,1,31,30,14
969,ذب,طلاق,نكاح,واوقفه,البزار,وعطا,طلقك,المنكدر,رفعه,عطا,18,18,13,38,37,26
970,اللعان,ولاعن,نفاه,نفي,الولد,نفيه,الولاده,فنفاه,ينتفي,ويثبت,18,17,11,18,17,11
971,اقتبس,النجوم,الاخنس,زاد,السحر,علما,ماهك,ومسدد,شعبه,الندم,18,17,17,23,22,22
972,كلثوم,وابنه,وابناه,البدر,وعمهما,بنت,البالسيه,الشهاب,ام,المحب,18,18,6,21,21,9
973,شاهدان,تقبل,البينه,شهادتهما,المدعي,فشهدا,للغاب,شهدا,الشهاده,بينته,18,18,4,28,28,11
974,البياني,القرطبي,فحلون,النمري,الميراثي,قاسم,وضاح,بالاندلس,اصبغ,بقرطبه,18,18,14,31,31,27
975,وكعب,محرمين,بعمره,الاحبار,جبل,اناس,المقدس,معاذ,ماهك,اقبل,18,17,15,20,19,16
976,المذكوران,الالتقا,والباب,برقم,مفسره,الرزاق,بمثله,بالاستحباب,مصنفه,فارشد,18,11,5,24,17,11
977,وشرب,جدته,بمني,اكل,راكب,ينادي,انهن,وبعال,ايام,الردمي,18,18,16,20,20,18
978,والمبير,ومبير,الكذاب,احصوا,صبرا,ثقيف,المختار,كذاب,فبلغ,الترمذي,17,17,15,18,18,16
979,والحج,والجهاد,الصوم,البيوع,والفضال,الفضال,اللباس,الحج,الجهاد,والمعتمر,17,16,3,34,33,20
980,نسوي,امان,رق,لعمر,التراب,بسم,قبر,سقط,نحن,ماهك,17,17,17,24,24,23
981,الكوفيين,بالبري,وسماه,الساب,وكناه,حدث,العماني,بكنيته,حديثه,لمتوجهون,17,17,3,21,21,7
982,تدريسها,وولي,صرف,المناوي,واحترم,الشريفه,واحترام,وتولي,الباسطيه,واعتقد,17,17,13,34,32,14
983,الحفيا,وامدها,اضمرت,وسابق,ثنيه,الوداع,الخيل,سابق,مسجد,اراكم,17,16,17,19,18,19
984,البقرات,العجاف,تزرعون,اليابسات,والسنبلات,السبع,بقرات,سبع,لعلهم,سنين,17,17,17,27,27,27
985,جنين,بغره,الوالد,لحيان,وعصبه,العقل,املاص,استشارهم,قضي,جنينها,17,17,17,21,21,18
986,وفلانا,كسبع,العن,اللهم,بسبع,جهل,اعني,دعا,فلانا,المشركين,17,16,13,21,20,16
987,سنين,البضع,سبع,لبث,التسع,البلا,السجن,بختنصر,والبضع,وعذب,17,16,15,27,26,25
988,فغنموا,ابلا,بعيرا,سريه,نجد,وتحللتها,سهمانهم,سهامهم,حملتكم,نفلوا,17,16,17,20,19,19
989,يياس,الكافرون,روح,القوم,رحمته,هانوا,وعقابه,راجيا,يامن,رحمتي,17,17,17,24,24,24
990,سالتموني,وعيبي,فسلبك,ودنياك,شيني,نفعك,بعلمك,ابتلاك,واقبل,انتبه,17,16,16,17,16,16
991,يعادي,جدك,يغتاب,يذهبها,المنصور,يسلط,الممنين,امير,يخالف,حسناته,17,16,13,30,29,26
992,سيقولون,مشركون,اكثرهم,يعبدون,يمن,السماوات,والارض,قل,سالتهم,ليقولن,17,17,10,25,25,18
993,المتكلفين,فاخذتهم,اسالكم,الدخان,والميته,كهيه,واستعصوا,اكلوا,قريشا,اكشف,17,16,16,19,18,17
994,واول,القراطيس,اول,عمل,الصابون,نمرود,اغتاب,لبس,السويق,القرنين,17,16,14,19,18,14
995,بيروت,تهذيب,تحقيق,عواد,مسسه,نشر,الفكر,الرساله,العسقلاني,التهذيب,17,17,16,38,37,33
996,امنكم,امنتكم,لحافظون,حافظا,فالله,يكتل,هل,معنا,بنيامين,نكتل,17,16,16,32,29,28
997,رحلي,فاهلكتموه,ذهبتم,رحالكم,الصواع,راحيل,باخي,يزال,بنيامين,وضع,17,16,16,17,16,16
998,الجنون,الحول,مفيقا,الاصلي,افاق,الافاقه,مجنونا,فقدرنا,الشهر,الزكاه,17,16,10,21,20,14
999,تشقي,صلاح,الفاطميه,وظاف,الفرنج,الناصر,الدوله,الفاطميين,خربت,والجهاد,17,17,16,22,22,20
1000,نذرت,اختي,تمشي,حدثه,نذر,اخبره,اخبرهم,يركب,تعذيب,لغني,17,17,17,17,17,17
1001,مغول,ومالك,ومسعر,كدام,ونشا,بالكوفه,بواسط,مسعرا,حرستا,وهشام,17,17,15,29,28,25
1002,للسالين,واخوته,ايات,لقد,نعمته,قصتهم,وقصصهم,عليم,عبره,نجاه,17,17,17,22,22,21
1003,تريني,اتستطيع,المازني,الراس,لعبد,جد,فاحتج,ايجز,وامسحوا,بروسكم,17,16,15,17,16,15
1004,عمروبن,العباسي,سديد,رف,مروبن,المكرمان,المناخي,المستنصر,عبيدالله,بالله,17,17,11,20,20,14
1005,الجنه,وخاله,وعمته,وخالته,فاعرفوه,وعمه,ايها,يعط,اكرم,جد,17,17,15,27,26,23
1006,السنجاري,صله,المراغي,نصر,الموصلي,المقدسي,ناصر,الحيوي,الفتح,نبانا,17,17,3,47,44,30
1007,واهلنا,المتصدقين,وجنا,مسنا,فاوف,وتصدق,ببضاعه,مزجاه,جاهلون,يضيع,17,16,17,31,29,30
1008,شرطيان,تدعاني,فاودعهم,اجب,وداع,معكما,اهلي,اخواني,وقفا,اصير,17,17,17,17,17,17
1009,حدثناه,مجبر,حديثه,نوفل,العاتكه,دهثم,بشي,نهانا,ادم,فبدنه,17,17,3,23,23,9
1010,وجملا,مهريا,وادفع,الايوان,فابعث,ياتيك,الراويه,كتابي,فسلمت,ورمي,17,17,16,24,24,23
1011,البغي,الكلب,وكسب,وثمن,الكسب,الحجام,خديج,ومهر,ثمن,الساب,17,16,14,32,29,24
1012,الاجلين,فسال,اتمهما,واكملهما,اسرافيل,جبريل,ابرهما,واوفاهما,اوفاهما,وارجاه,17,17,17,41,40,38
1013,لبيك,تلبيه,التلبيه,يصرخون,والنعمه,شريك,وسمعتهم,لك,وسعديك,تردع,17,16,17,21,19,20
1014,السيفي,والامير,المنجكي,بغا,واقبغا,الاشرفي,وقماري,العلاي,والطنبغا,وايدمر,17,17,4,18,18,4
1015,تداركها,ايجاب,الحولين,للقابض,الستوقه,المستقرض,بجنسها,الشرطيه,ستوقه,صنيعهم,17,17,12,30,30,16
1016,عبدان,واللفظ,زاد,الغنام,ودينارا,الاشعري,سهل,معانق,قالا,الغندجاني,17,17,1,31,31,13
1017,الاستثنا,المستثني,استثنا,حنطه,درهم,ويطرح,قفيز,لفلان,استثني,الشعير,17,17,12,41,40,35
1018,غفرانك,الخلا,الغاط,خرج,فسمعتها,برده,اسرايل,حدثتني,المخبث,الخبث,17,17,15,53,53,43
1019,كيدهن,يدعونني,واكن,اصب,اليهن,الجاهلين,تصرف,فاستجاب,فصرف,السجن,17,16,16,21,20,20
1020,متكا,الاترج,بالحبشيه,بالسكين,فضيل,للذاكرين,الزلف,مجاهد,السيات,ذكري,17,16,14,31,29,24
1021,المهتدي,المزرفي,الغنام,يلثمه,وشبيرا,ستقتله,ويقبله,اريتك,الصمد,مقرب,17,17,2,28,28,13
1022,ويمكث,عسلا,جحش,يشرب,زينب,اسوه,وليلتها,يكفر,عمير,يومها,17,17,17,43,39,29
1023,يواف,كفل,غدا,اوافك,يبينها,الكفيل,الطالب,المكفول,كفلت,وللكفيل,17,16,5,21,20,7
1024,مظلومه,شعبي,تخاصم,يبكون,عينيها,وجاته,شريحا,عشا,فارسلت,جاوا,17,17,17,20,20,19
1025,الرهن,بالشفعه,يهلك,انتقاض,الثمن,الراهن,لوصيه,بالشرا,كالمهر,الوصي,17,17,11,22,22,16
1026,الاشياخ,الكرام,ذبيح,فاخر,خارجه,افتخر,ذاك,الاحوص,اسما,الذبيح,17,16,13,26,25,21
1027,الحداد,نعيم,الجمال,خلاد,الخير,الراراني,ملحان,ابوعمران,والترمذي,ماجه,17,17,4,45,45,23
1028,المصر,بفرسخين,ميلين,الجمعه,وبعضهم,بمهمل,كالنفخ,بغلوه,وفنا,للفساد,17,17,9,32,32,24
1029,خزان,اجعلني,ارضك,الكنوز,حفيظ,ويجتمع,يجمعه,النواحي,يجتمع,عليم,17,17,16,21,20,19
1030,فعليه,دم,لبس,غطي,ربع,الارتفاق,كاملا,راسه,حلق,بقدره,17,15,10,19,17,11
1031,والكفارات,صرف,الزكاه,صرفها,صدقه,دفع,يجوز,فقرا,الفطر,التطوع,17,17,10,18,18,11
1032,فلياكل,تاكلوا,اموالكم,بالباطل,بينكم,منسوخه,بالمعروف,اليتامي,تراض,تجاره,17,17,15,19,19,15
1033,للخطيب,بلفظ,تاريخ,بغداد,ترجمه,دهثم,رقم,بالضعف,فترجمته,المناوي,17,17,3,19,19,5
1034,وحملت,وقفنا,دعي,الرشيد,استذان,يلبث,الغد,باسرع,بابي,يجاب,17,17,15,17,17,15
1035,ترويه,لعبيده,سمعته,معتب,اقيس,يحكي,وسمعت,قلابه,بخبره,فحدثني,17,17,15,41,40,31
1036,مشيت,وحلفاهم,مطعم,فقلنا,قومهم,يعمهم,احوج,يشكو,جنبه,وعثمان,16,16,16,17,17,17
1037,شريف,كوكبوري,والنظم,السكاكيني,السعودي,الوحيد,الاخلاق,ريان,ويري,مندو,16,16,10,28,28,20
1038,الحرب,والحربي,الربا,المسلم,بدرهمين,معصوما,احرازه,متوطنا,وتصرفا,دارنا,16,16,10,19,19,13
1039,ونعم,الكواكب,برجل,فضل,جبريل,اخوك,فاستفتح,معك,القمر,البدر,16,16,16,20,19,18
1040,وابن,بعدهم,اقتناها,والمزي,خلفون,وخطيب,روزبه,والرشيد,المنذري,الاسعردي,16,16,10,26,26,19
1041,صلاح,سلمي,المعز,دغش,ببوق,ودغش,هلبا,اربل,الملوك,بعجه,16,15,13,25,22,21
1042,لخباب,والعصر,اكان,الارت,يقرا,الظهر,باضطراب,القراه,العصر,عماره,16,16,14,29,29,26
1043,زملوني,بالقلم,خديجه,فرجع,يرجف,فانطلقت,وربك,والجميع,اقرا,الاكرم,16,16,9,17,17,10
1044,اوتاد,مخنث,جيحون,مثلي,الخوارزمي,غلامين,الب,بمستحفظ,وتشد,ماتي,16,16,15,23,23,22
1045,فبهداهم,اقتده,افي,نبيكم,يقتدي,ووهبنا,تلا,سجده,وسهل,العوام,16,15,16,22,21,21
1046,ليسجننه,راوا,بدا,فاستجاب,فصرف,كيدهن,للعزيز,السميع,الايات,العليم,16,15,16,24,22,22
1047,عظموا,وفخموا,كالجبال,سقطا,هرما,مسحه,وقلب,وصوره,يموت,بعث,16,16,16,16,16,16
1048,ارض,الخراج,العشر,خراج,ساق,العنوه,فعليه,ارضا,المحياه,فهي,16,15,13,28,25,20
1049,قبا,مسجد,طهمان,فاحسن,وضوه,فركع,حنيف,توضا,طهر,امامه,16,16,13,19,19,16
1050,كفاره,كظهر,الظهار,يمين,مستقبله,مظاهره,موليا,حيضه,تكفر,يصيبها,16,16,15,19,19,18
1051,فننزل,تبعثنا,يقرونا,بقوم,مسيك,حرج,تطعميهم,عيالنا,للنبي,اطعم,16,16,16,24,24,24
1052,التميمه,القميص,عضده,ريحه,وعلقه,فالي,علقه,لاجد,تفندون,فداك,16,16,13,17,17,14
1053,ليحمله,يناوله,يوقد,اوقد,شربها,خيلنا,وياخذ,حسر,الصابين,البيعه,16,16,14,16,16,14
1054,ابليس,والصالحون,بالعرف,اغوي,ضرر,محسوسا,باقون,المخلصين,يستنكف,محاجه,16,16,14,31,31,26
1055,لبن,اللبن,مغلوبا,ينشر,التحريم,غالبا,اختلط,الحرمه,بلبن,بجامد,16,15,14,17,16,15
1056,المعوذات,وينفث,بالمعوذات,التعوذ,والقراه,نفث,مضجعه,اشتكي,اشتد,المنام,16,16,9,26,26,18
1057,وصيه,وصيا,كبارا,صغارا,يبيع,العقار,الوصي,اوصي,وفلانا,لاحدهما,16,16,10,24,24,18
1058,تعودوا,يعظكم,اتاذنين,لمثله,يستاذن,اوليس,الضحي,اصابه,قالت,عذاب,16,16,11,26,23,18
1059,الواقف,للقيم,المتولي,الوقف,ولايه,للواقف,الولايه,القيم,والولايه,حياته,16,15,9,23,21,15
1060,الاستسقا,القنوت,قنت,فاقنت,للجيوش,بالقراه,يقنت,للامه,ذاهب,خطبتين,16,14,14,27,25,23
1061,كاتبت,حربيا,عوف,الماجشون,كتابا,الحرب,وكل,المسلم,دار,جده,16,16,15,19,19,18
1062,الافاضه,اخبرتها,تحيض,زوج,عمره,يحرم,الرضاعه,الرضاع,بنت,حزم,16,16,10,37,36,26
1063,ابتغوا,اليتامي,تذهبها,تستهلكها,اليتيم,اموال,الصدقه,مال,تاكلها,ماهك,16,16,14,38,36,30
1064,المكره,القود,قود,المامور,المباشره,القتل,ملجا,القصاص,الديه,يجب,16,16,14,25,25,23
1065,يساره,وعمودا,عمودين,عمودا,بروايتهما,يمينه,القعنبي,فاخرجه,ومسلم,قاله,16,16,8,30,30,22
1066,السرير,قامتي,عمودي,جنازه,كاهله,يحمل,سرير,قاما,العمودين,خديج,16,16,16,20,19,19
1067,منطقه,عمدت,فقدت,فالتمست,فحزمتها,فانظروا,اكشفوا,فكشفوهم,فوجدوها,ثيابه,16,15,16,16,15,16
1068,بقرات,عجاف,سمان,سنبلات,يابسات,خضر,فابتلعت,ياكلهن,خرجن,سبع,16,16,16,21,21,21
1069,السمسار,نبا,الفربري,المروزي,وامحاه,اقساما,لذنوبه,ابنا,يسروا,والمهاجر,16,16,4,21,21,9
1070,لطم,ارني,اعطني,المازني,اليهود,الخدري,صعقا,دكا,وخر,تخيروا,16,16,11,30,29,24
1071,يمينا,وحق,بحالف,صفات,والحلف,يمين,الحق,واحدي,امنتم,يراد,16,16,12,19,19,15
1072,الاشعار,يشعرها,الايمن,الايسر,سنامها,الجانب,صفحتها,اشعارها,السنام,سنام,16,16,16,22,22,21
1073,حثمه,الضمري,الشفا,سبره,جدته,ونا,الساب,الحضرمي,اميه,اهله,16,16,6,23,22,11
1074,سعنه,هدي,سلام,الحوطي,السري,اراد,جده,العسقلاني,الابار,المتوكل,16,16,13,33,33,26
1075,حد,الحدان,للزنا,يحد,الزنا,القذف,للقذف,قاذف,احطنا,للزني,16,15,14,31,30,26
1076,السفه,فينحجر,احتياج,ويحجر,بسبب,سفيها,فيحجر,التلجه,يحجر,مفصله,16,16,13,26,26,20
1077,اللهم,وطاتك,والمستضعفين,اشدد,وسلمه,وعياش,الركعه,كسني,مضر,انج,16,16,16,43,41,39
1078,البتع,شراب,اسكر,يسكر,الفقاع,حرام,الدراوردي,سالنا,سل,انهي,16,15,14,20,19,18
1079,حدثني,البرتي,المغولي,سمعت,هشيما,مضا,يقول,الثلجي,الخريبي,الزم,16,16,3,23,23,10
1080,جوارك,فتي,بورك,ذبيح,حزنهم,تجروا,سبيلك,وجهك,استطعت,صفي,16,15,15,42,41,38
1081,نضيع,برحمتنا,يتبوا,استخلصه,لدينا,مكين,ولاجر,يتقون,لنفسي,اتوني,16,16,15,20,20,19
1082,وشاعره,ومغنيه,ونديمه,وحاجبه,وقاضيه,البرامكه,وزراه,للرشيد,يجتمع,وزوجته,16,16,16,16,16,16
1083,فتح,حدثناه,الوهاب,العمره,ايرجع,تطهري,وارجع,بحج,عيسي,مسك,16,16,2,40,39,14
1084,اشتري,فاسد,بالخيار,مفاوض,واللحمه,يردها,الثمن,شا,فالبيع,ويخير,16,15,7,19,18,10
1085,واكثروا,وزنوا,اسرفوا,تقنطوا,ناسا,قتلوا,فاتوا,الشرك,الذنوب,الغفور,16,16,15,17,17,16
1086,عقلته,بالابطح,الترويه,بمني,النفر,رفيع,الظهر,اين,العصر,المحصب,16,16,15,19,19,18
1087,الزعرا,كهيل,خالطوا,الهرج,مسعود,شقيق,هيت,فرحه,تفقدون,اخاف,16,16,11,26,24,21
1088,فحمد,صعد,واثني,الوداع,المنبر,سهل,حجه,الاموي,جده,السكين,16,16,13,23,22,17
1089,الجيوشي,مقتل,مقتدرا,بالمدرسه,الرواحيه,بليمان,التدريس,هديه,وتزهد,اعيان,16,16,12,23,23,19
1090,وحيدا,اخوكم,لاجلسني,مادته,فاجلسه,فبات,اضافهم,بنيامين,يضمه,اثنين,16,16,16,19,19,19
